chain,block,txn,pending,sender,level,profit,reason,related_ids,feedback,ts
1,14027677,0x25bcb8bdd5d1db3d1c69cab9246526ab055790ab10fc7448765da5974761f379,FALSE,0xda39e48523770197ef3cbb70c1bf1cccf9b4b1e7,3,105.9763712 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":false,""IsAction"":false,""IsAdam"":true,""Reason"":[{""Source"":""Adam"",""Feature"":""FunctionSignature"",""Ids"":[9],""Extra"":{""Address"":""0xda3be292530e22f8a52e4a4743e08d0f3ee582d5"",""Profit"":""105.9763712"",""Sig"":""0x490e6cbc""}}]}",{9},TRUE,30:09.3
1,14030845,0x7d3237d29856a0c4fdfee85a6cbf715b0326623d7d004dcb25fef9f0b0de0b34,FALSE,0x5f5cd726d6210e80924c08d5cd114999f187c099,3,18973.71071 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":false,""IsAction"":false,""IsAdam"":true,""Reason"":[{""Source"":""Adam"",""Feature"":""Multicall"",""Ids"":[3],""Extra"":{""Address"":""0xc19e6c7b5e98ad23fa6a81c5021b0b79686a8fb8"",""Profit"":""18973.71071"",""Sig"":""0xb7ed4785""}}]}",{3},TRUE,41:34.0
1,14046406,0x5ded198c1a2b14545cab93dd34c50994268af8e06966c7febcd04650c5387613,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,10122.94505 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Borrow Repay Assets in Same Txn"",""Ids"":[330,109],""Extra"":{""Pool"":""0x39aa39c021dfbae8fac545936693ac917d5e7563"",""Token"":""0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48""}}]}","{330,109}",TRUE,38:48.3
1,14046805,0x807ab4da3bcc8fc7bc9d7f9749d354617df205feb22916cca3782299a3917826,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,5,13089.68286 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":true,""Reason"":[{""Source"":""Adam"",""Feature"":""FunctionSignature"",""Ids"":[115],""Extra"":{""Address"":""0x7900c70a377f89df29d1d1939469ae3b74c5b740"",""Profit"":""13089.68286"",""Sig"":""0x5cffe9de""}},{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[128,200],""Extra"":{""Depositor"":""0x7900c70a377f89df29d1d1939469ae3b74c5b740"",""Pool"":""0x5d3a536e4d6dbd6114cc1ead35777bab948e3643""}}]}","{115,128,200}",TRUE,40:21.5
1,14050355,0x04fcf989054e3660845f215cde125045900ad39bd847a22290fa51234646e4e6,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,5,9637.794032 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":true,""Reason"":[{""Source"":""Adam"",""Feature"":""FunctionSignature"",""Ids"":[537],""Extra"":{""Address"":""0x1676055fe954ee6fc388f9096210e5ebe0a9070c"",""Profit"":""9637.794032"",""Sig"":""0x5cffe9de""}},{""Source"":""Action"",""Feature"":""Borrow Repay Assets in Same Txn"",""Ids"":[363,109],""Extra"":{""Pool"":""0x39aa39c021dfbae8fac545936693ac917d5e7563"",""Token"":""0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48""}}]}","{537,363,109}",TRUE,53:10.8
1,14051436,0x4e96fa11f4b3eabb22b34ff757a11d4f031369e333184f0f74d11c8cc008ff17,FALSE,0x06aaa87c43b80a0ff7a9e78ab936c2d60521bba1,3,11.83438116 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":false,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Reverse Swap in Same Txn"",""Ids"":[9,9],""Extra"":{""Pool"":""0x2057cfb9fd11837d61b294d514c5bd03e5e7189a"",""Token0"":""0x2260fac5e5542a773aa44fbcfedf7c193bc2c599"",""Token1"":""0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48""}}]}","{9,9}",TRUE,57:26.2
1,14065521,0x8a8d061f52cf214271a7ac6fe03d83f300fbad1cb478c540ee6fdcf87a7d0be6,FALSE,0xb0ab7e4fa9a3129cbd9bae2aa0f44593faca9a95,5,128.8574578 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":true,""Reason"":[{""Source"":""Adam"",""Feature"":""FunctionSignature"",""Ids"":[4],""Extra"":{""Address"":""0x30d3ad97b8788ba0226b371f851755c834fb1652"",""Profit"":""128.8574578"",""Sig"":""0x10d1e85c""}},{""Source"":""Action"",""Feature"":""Reverse Swap in Same Txn"",""Ids"":[200,200],""Extra"":{""Pool"":""0x486792bcdb13f8aacf85288d98850fa2804f95c7"",""Token0"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"",""Token1"":""0x054f76beed60ab6dbeb23502178c52d6c5debe40""}}]}","{4,200,200}",TRUE,49:27.8
1,14071149,0xd79728e3801f3c44253e371f897c1fff55ee307c32fc230c0ba0f2e0517c7aad,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,1748.463758 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[49,114],""Extra"":{""Depositor"":""0x8c818613a97900cc1eda5893f04701b62e7c1138"",""Pool"":""0x5d3a536e4d6dbd6114cc1ead35777bab948e3643""}}]}","{49,114}",TRUE,10:20.4
1,14081904,0x0742939b23eaa700f0b267a33db84b5ecde69a3ae099a0cfebff404e510937ae,FALSE,0xfde1014729c312fa152d8449c8cabe645eec7361,3,598.0576357 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":false,""IsAction"":false,""IsAdam"":true,""Reason"":[{""Source"":""Adam"",""Feature"":""FunctionSignature"",""Ids"":[21],""Extra"":{""Address"":""0x06bd3fabdfaf96be1fa41aa10daddecfcb8c8d49"",""Profit"":""598.0576357"",""Sig"":""0x5cffe9de""}}]}",{21},TRUE,50:38.8
1,14089537,0xdb04806d657bfde246b69e9d4a486502b5a997518145e409e1108dcf37ca847c,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,4114.900499 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[189,111],""Extra"":{""Depositor"":""0x2dded6da1bf5dbdf597c45fcfaa3194e53ecfeaf"",""Pool"":""0x48759f220ed983db51fa7a8c0d2aab8f3ce4166a""}}]}","{189,111}",TRUE,19:56.7
1,14091849,0x9e83b2ab91b3ac8b92aa40c402697ebc33ca84da9b7a924f544a783aacd138da,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,15328.57148 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[61,139],""Extra"":{""Depositor"":""0x7900c70a377f89df29d1d1939469ae3b74c5b740"",""Pool"":""0x5d3a536e4d6dbd6114cc1ead35777bab948e3643""}}]}","{61,139}",TRUE,28:34.5
1,14095602,0xbd00b2df6e4db90813b3ab145659775066fc943e04fe2a0ac715612c978aa98a,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,6337.366653 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[252,194],""Extra"":{""Depositor"":""0xa79828df1850e8a3a3064576f380d90aecdd3359"",""Pool"":""0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7""}}]}","{252,194}",TRUE,42:07.6
1,14096685,0x91896086cc81a4d284b1259afdc413aea4927fedae4f472c906829f645a2dc81,FALSE,0x12c012ac4b947a072a1f6abb478d094094931215,3,2566.630404 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":false,""IsAction"":false,""IsAdam"":true,""Reason"":[{""Source"":""Adam"",""Feature"":""FunctionSignature"",""Ids"":[20],""Extra"":{""Address"":""0x8de3a76225b70f303f3fcb69fb5f0c64206026f5"",""Profit"":""2566.630404"",""Sig"":""0x490e6cbc""}}]}",{20},TRUE,45:58.4
1,14121486,0xf63fafbe6942755817661eb8aac5f864729df76a68598fade0e716e2dc8fce72,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,5,40493.96226 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":true,""Reason"":[{""Source"":""Adam"",""Feature"":""FunctionSignature"",""Ids"":[477],""Extra"":{""Address"":""0x1676055fe954ee6fc388f9096210e5ebe0a9070c"",""Profit"":""40493.96226"",""Sig"":""0x5cffe9de""}},{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[64,142],""Extra"":{""Depositor"":""0x7900c70a377f89df29d1d1939469ae3b74c5b740"",""Pool"":""0x5d3a536e4d6dbd6114cc1ead35777bab948e3643""}}]}","{477,64,142}",TRUE,16:56.5
1,14133446,0x3883af1e2c9e8ac093449674f93fa5b683171e534ca5acaccef30aa4dd4ebf08,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,13404.33701 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[161,342],""Extra"":{""Depositor"":""0x429f5d3549096ec25d6f5e9bba193bdde9131584"",""Pool"":""0x028171bca77440897b824ca71d1c56cac55b68a3""}}]}","{161,342}",TRUE,00:42.1
1,14138480,0xcdd96ed39b16c20d8dce844f41a542775fd17a952aa78c9736880c6369233352,FALSE,0x1cdc968d8b37d2f79ac82a41f3c7279b6c02d946,3,821.7390492 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":false,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Reverse Swap in Same Txn"",""Ids"":[0,0],""Extra"":{""Pool"":""0x2057cfb9fd11837d61b294d514c5bd03e5e7189a"",""Token0"":""0x2260fac5e5542a773aa44fbcfedf7c193bc2c599"",""Token1"":""0x6b175474e89094c44da98b954eedeac495271d0f""}}]}","{0,0}",TRUE,20:05.9
1,14139586,0x92750f594276dbeb859cb4fb902f960865f4f23ea4fc63cc4ec78d062222d4ab,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,108.505486 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[104,79],""Extra"":{""Depositor"":""0x2923a58c1831205c854dbea001809b194fdb3fa5"",""Pool"":""0x9d409a0a012cfba9b15f6d4b36ac57a46966ab9a""}}]}","{104,79}",TRUE,24:04.9
1,14140119,0x9ea2503341fc207ddc0f50358220299e1bcc1fa8f848b0b311a2b16897d3d18a,FALSE,0xa64304171994703b966944cf86578156930de926,3,907.3756683 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":false,""IsAction"":false,""IsAdam"":true,""Reason"":[{""Source"":""Adam"",""Feature"":""FunctionSignature"",""Ids"":[20],""Extra"":{""Address"":""0xf639ed32741048d0b33dfddaa52a2f6e52606b91"",""Profit"":""907.3756683"",""Sig"":""0x490e6cbc""}}]}",{20},TRUE,26:01.4
1,14155940,0x620cbe2a7ebdec58effaa3ddd4ed599b4ae79b1dbd0e766a652b47a191fed49c,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,16335.59946 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[254,435],""Extra"":{""Depositor"":""0x429f5d3549096ec25d6f5e9bba193bdde9131584"",""Pool"":""0x028171bca77440897b824ca71d1c56cac55b68a3""}}]}","{254,435}",TRUE,26:36.2
1,14159484,0x255caa7f1ea6b5e068b53ebab83769a2d45786d211800f363cd37043bef78c38,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,3253.762204 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[98,176],""Extra"":{""Depositor"":""0x342491c093a640c7c2347c4ffa7d8b9cbc84d1eb"",""Pool"":""0x5d3a536e4d6dbd6114cc1ead35777bab948e3643""}}]}","{98,176}",TRUE,40:07.9
1,14162869,0x733fc3fa2f4835ed7a1a6e0f917938dbfdd9d460befacbc86551e06ab36a6ae4,FALSE,0xfdede665956ef22b7b2ffd93a361dde4ff7bd584,3,202.0826584 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":false,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Reverse Swap in Same Txn"",""Ids"":[8,8],""Extra"":{""Pool"":""0x2057cfb9fd11837d61b294d514c5bd03e5e7189a"",""Token0"":""0xdac17f958d2ee523a2206206994597c13d831ec7"",""Token1"":""0x4691937a7508860f876c9c0a2a617e7d9e945d4b""}}]}","{8,8}",TRUE,53:05.2
1,14165634,0x9cea252f07821ddd710c1d64fdd9215927003ef700470ff96e55754cf3f83cd1,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,1712.759046 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[271,193],""Extra"":{""Depositor"":""0x2dded6da1bf5dbdf597c45fcfaa3194e53ecfeaf"",""Pool"":""0x8e595470ed749b85c6f7669de83eae304c2ec68f""}}]}","{271,193}",TRUE,03:37.6
1,14174976,0x8c72760fdca7bc25fc759be62c2a56560ffccd46672b8a791f14b0953cd0f147,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,756.4937813 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[91,44],""Extra"":{""Depositor"":""0x3b7c81daa0f7c897b3e09352e1ca2fbe93ac234d"",""Pool"":""0xba12222222228d8ba445958a75a0704d566bf2c8""}}]}","{91,44}",TRUE,39:09.5
1,14175317,0xfb4540c3c4dc92ed4c723b8575cc6081e917e897471fa9b1e53ddede8c7ad764,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,754.1356242 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[315,224],""Extra"":{""Depositor"":""0x2dded6da1bf5dbdf597c45fcfaa3194e53ecfeaf"",""Pool"":""0x76eb2fe28b36b3ee97f3adae0c69606eedb2a37c""}}]}","{315,224}",TRUE,40:36.5
1,14180389,0x1b357a5edb7b138176153a3404c96c8c5533725c83345068ae1822d318f961b0,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,4841.477296 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Borrow Repay Assets in Same Txn"",""Ids"":[330,109],""Extra"":{""Pool"":""0x39aa39c021dfbae8fac545936693ac917d5e7563"",""Token"":""0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48""}}]}","{330,109}",TRUE,00:16.0
1,14180403,0x05f431ca65e3ed72bb940051af00eef995fbbe5af47135107758085c8a8dec3c,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,4381.128654 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[291,246],""Extra"":{""Depositor"":""0xa79828df1850e8a3a3064576f380d90aecdd3359"",""Pool"":""0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7""}}]}","{291,246}",TRUE,00:22.5
1,14182802,0xf392572e4eca5ca7397b2cc0ee554b72fde50bdbaed8e3ce22856339af9761bd,FALSE,0x7eb44bf215794d5a44d44b2d8d4a32da2a7a5aea,3,26.70940732 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Add Remove Liquidity in Same Txn"",""Ids"":[42,4],""Extra"":{""Pool"":""0x9816f26f43c4c02df0daae1a0ba6a4dcd30b8ab7""}}]}","{42,4}",TRUE,09:32.3
1,14189739,0xd72e81ad375b75b417d9abb0de446cd31db52aa81dc2d135ef86ae66d2772dbe,FALSE,0x699aa83621d8f90085fabde3061dd86f5a0e7a7f,3,51.05786186 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":false,""IsAction"":false,""IsAdam"":true,""Reason"":[{""Source"":""Adam"",""Feature"":""FunctionSignature"",""Ids"":[20],""Extra"":{""Address"":""0x5cf047d34f95a6186a3401cf9320f13344b5227e"",""Profit"":""51.05786186"",""Sig"":""0x490e6cbc""}}]}",{20},TRUE,36:40.8
1,14198019,0x652d560b24d4dfe283f67ced687be70b96f47bfc0e3907eced305d890a1077d8,FALSE,0xd28000131691f41622c2319a44654f71f2669242,3,684.968344 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":false,""IsAction"":false,""IsAdam"":true,""Reason"":[{""Source"":""Adam"",""Feature"":""FunctionSignature"",""Ids"":[20],""Extra"":{""Address"":""0x20791a629ab54051e5ede666d195e092fabcd6e8"",""Profit"":""684.968344"",""Sig"":""0x490e6cbc""}}]}",{20},TRUE,08:43.6
1,14204913,0xe9afafa5b90c71fdc2737620238cdda158250d47e46e13d05d621e580cda142b,FALSE,0x0b634a8d61b09820e9f72f79cdcbc8a4d0aad26b,3,1463.204611 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[189,111],""Extra"":{""Depositor"":""0x2dded6da1bf5dbdf597c45fcfaa3194e53ecfeaf"",""Pool"":""0x8e595470ed749b85c6f7669de83eae304c2ec68f""}}]}","{189,111}",TRUE,34:26.2
1,14212672,0xe900658db2dcdc019555c69d9a2700653b44792aad74a2aa5a314c248067bc0a,FALSE,0xc30220fc19e2db669eaa3fa042c07b28f0c10737,3,128.4758171 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Add Remove Liquidity in Same Txn"",""Ids"":[63,13],""Extra"":{""Pool"":""0x6dedf50966dbef7c5dec3607debe118f28b6bf33""}}]}","{63,13}",TRUE,04:34.1
1,14218381,0xf3806b6c8b3a1e99fa9799c3b2506f8a322b54e0802a71b337119538ec074528,FALSE,0x7748701e5044cfcc7efaef38429e289759cd4afc,3,193.9145413 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":false,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Add Remove Liquidity in Same Txn"",""Ids"":[45,7],""Extra"":{""Pool"":""0x030ba81f1c18d280636f32af80b9aad02cf0854e""}}]}","{45,7}",TRUE,27:14.6
