chain,block,txn,pending,sender,level,profit,reason,related_ids,feedback,ts
1,14684518,0xe7e0474793aad11875c131ebd7582c8b73499dd3c5a473b59e6762d4e373d7b8,FALSE,0x63341ba917de90498f3903b199df5699b4a55ac0,3,1015.584331 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Reverse Swap in Same Txn"",""Ids"":[202,202],""Extra"":{""Pool"":""0x824dcd7b044d60df2e89b1bb888e66d8bcf41491"",""Token0"":""0x5f86558387293b6009d7896a61fcc86c17808d62"",""Token1"":""0x57ab1ec28d129707052df4df418d58a2d46d5f51""}}]}","{202,202}",TRUE,36:45.6
1,14684686,0x0f75349606610313cb666277eeda612e72be624cae061d017e503056bbf4d8e0,FALSE,0x6162759edad730152f0df8115c698a42e666157f,3,6452.520898 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[47,179],""Extra"":{""Depositor"":""0x6cb8a9c28fc3eb696550e1f69afe21fb60986f2d"",""Pool"":""0x7e9ce3caa9910cc048590801e64174957ed41d43""}}]}","{47,179}",TRUE,37:31.1
1,14684686,0xadbe5cf9269a001d50990d0c29075b402bcc3a0b0f3258821881621b787b35c6,FALSE,0x6162759edad730152f0df8115c698a42e666157f,3,2392.301126 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[79,589],""Extra"":{""Depositor"":""0xd7f7d5c97ee01c80aa9c0eadb94823365ead3a4e"",""Pool"":""0x49da42a1eca4ac6ca0c6943d9e5dc64e4641e0e3""}}]}","{79,589}",TRUE,37:31.1
1,14684766,0x0742b138a78ad9bd5d0b55221d514637313bc64c40272ca98c8d0417a519e2e4,FALSE,0x6162759edad730152f0df8115c698a42e666157f,3,1830.177099 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[47,199],""Extra"":{""Depositor"":""0x40ff90a1fc1f7492a2a73d8c24de3db0616ffebf"",""Pool"":""0xda396c927e3e6bef77a98f372ce431b49edec43d""}}]}","{47,199}",TRUE,37:48.3
1,14684766,0x254735c6c14e4d338b1cc5bca43aab6b0f395ae06085013b1b2527180d270a31,FALSE,0x6162759edad730152f0df8115c698a42e666157f,3,1242.612308 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[110,674],""Extra"":{""Depositor"":""0xd8d9cdd0941055cc01a0c85079052dfc6fa2a7a2"",""Pool"":""0xa6c25548df506d84afd237225b5b34f2feb1aa07""}}]}","{110,674}",TRUE,37:48.4
1,14684814,0xab486012f21be741c9e674ffda227e30518e8a1e37a5f1d58d0b0d41f6e76530,FALSE,0x6162759edad730152f0df8115c698a42e666157f,3,5231.621409 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[117,670],""Extra"":{""Depositor"":""0x03296d34fd6b3619a75860f44a0d2c68336708e7"",""Pool"":""0xebe0d1cb6a0b8569929e062d67bfbc07608f0a47""}}]}","{117,670}",TRUE,38:00.7
1,14684823,0xa185f63b82cbb199a435399cfd414b89ebab91485d5034cdf8861a5f958259a4,FALSE,0x6162759edad730152f0df8115c698a42e666157f,3,6812.097603 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[69,231],""Extra"":{""Depositor"":""0xe509a0868631b2519b2ce2755d9cfb061fe5581d"",""Pool"":""0x6f95d4d251053483f41c8718c30f4f3c404a8cf2""}}]}","{69,231}",TRUE,38:01.1
1,14684823,0x9e4d4f4ebb45d1e03813d834494045c1b6ea2adbde1b89fbe24349846c223779,FALSE,0x6162759edad730152f0df8115c698a42e666157f,3,4345.377559 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[117,588],""Extra"":{""Depositor"":""0x85f15345c3795f6548c81eb7de2c26cdf9e0aa5c"",""Pool"":""0x88d3557eb6280cc084ca36e425d6bc52d0a04429""}}]}","{117,588}",TRUE,38:01.1
1,14703541,0xb9542b2e18bb086443239629047c9de6179a2589f3cc3eb577f432df80a3b912,FALSE,0x43a35cbcd9034d2ad57c3df8ea63c5b643f9125a,3,30.00258958 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":false,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Add Remove Liquidity in Same Txn"",""Ids"":[41,10],""Extra"":{""Pool"":""0xed1840223484483c0cb050e6fc344d1ebf0778a9""}}]}","{41,10}",TRUE,50:13.7
1,14704850,0xe7aaa3ba85b2ae1d790e859cb8b8d517d0ef0bf092aece64315347db7b240026,FALSE,0xa7df15938e0812d26a7db8e74f848cc7e81e468a,3,195.0056759 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":false,""IsAction"":false,""IsAdam"":true,""Reason"":[{""Source"":""Adam"",""Feature"":""Multicall"",""Ids"":[4],""Extra"":{""Address"":""0xa9e7aca5f8eb82333d134e7f70edda98e8e4c00b"",""Profit"":""124.9943241"",""Sig"":""0x12236144""}}]}",{4},TRUE,55:24.8
1,14725551,0xd4684facd3d8eaaa5631998877bcc25e91f541a919c6ecd50ece89f0a6cb2185,FALSE,0xc99081c37ecf0c59eb0522ab69ade6745d558293,3,5.996838227 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":false,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Add Remove Liquidity in Same Txn"",""Ids"":[73,7],""Extra"":{""Pool"":""0x030ba81f1c18d280636f32af80b9aad02cf0854e""}}]}","{73,7}",TRUE,15:52.9
1,14748738,0x67f7cc2675a60697c85411e6ae2674c8cb7fe12b7fafed501ce84e6920f7b1c0,FALSE,0x3cb248deeebf2a68dbf59a58ae9337dd37fc0672,3,56.97436525 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":false,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Reverse Swap in Same Txn"",""Ids"":[4,4],""Extra"":{""Pool"":""0x220bda5c8994804ac96ebe4df184d25e5c2196d4"",""Token0"":""0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"",""Token1"":""0xa47c8bf37f92abed4a126bda807a7b7498661acd""}}]}","{4,4}",TRUE,48:44.8
1,14755499,0x1a594082c56be58bd01302d4c825bf6096a6ec9d6e7cb8e2a736c8fdef95ff88,FALSE,0x59e5c0ba3008e85f0ca59586ebc399bc1f47a42b,3,125307.0636 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[201,142],""Extra"":{""Depositor"":""0xa79828df1850e8a3a3064576f380d90aecdd3359"",""Pool"":""0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7""}}]}","{201,142}",TRUE,16:05.9
1,14756129,0x3abec8d824dc39c8bcba232c5e3f5f070e0dcdbcbae7a605d209cbd211406d50,FALSE,0x9b02f8289c98ea1dd39fb0b5d3d4e2536e6d9b1f,4,2030.154003 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":false,""IsAdam"":true,""Reason"":[{""Source"":""Adam"",""Feature"":""FunctionSignature"",""Ids"":[1],""Extra"":{""Address"":""0x9b02f8289c98ea1dd39fb0b5d3d4e2536e6d9b1f"",""Profit"":""72.6681681"",""Sig"":""0x5cffe9de""}}]}",{1},TRUE,18:42.5
1,14756490,0x835946b71548001263406640166a744b80a99be89390b133b8550bb74de809c0,FALSE,0x9b02f8289c98ea1dd39fb0b5d3d4e2536e6d9b1f,4,1927.568491 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":false,""IsAdam"":true,""Reason"":[{""Source"":""Adam"",""Feature"":""FunctionSignature"",""Ids"":[1],""Extra"":{""Address"":""0x9b02f8289c98ea1dd39fb0b5d3d4e2536e6d9b1f"",""Profit"":""79.33712345"",""Sig"":""0x5cffe9de""}}]}",{1},TRUE,20:05.0
1,14760095,0x444e0ee213cf765b35c8564e8319a71b096821f2e7f6c41148fa9683b6efe2b7,FALSE,0x48905ceb928c740e09bfdb1329bf7aebb88094b7,3,30.57631361 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Reverse Swap in Same Txn"",""Ids"":[48,48],""Extra"":{""Pool"":""0x60594a405d53811d3bc4766596efd80fd545a270"",""Token0"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"",""Token1"":""0x6b175474e89094c44da98b954eedeac495271d0f""}}]}","{48,48}",TRUE,35:08.5
1,14760552,0xbd231a90d995706fa0ad2ad56b3cee14fe88728a1978341659491a8f26b3914a,FALSE,0x508d228789af589e6054069291baf101776297b7,3,127.6917321 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":false,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Add Remove Liquidity in Same Txn"",""Ids"":[53,7],""Extra"":{""Pool"":""0x030ba81f1c18d280636f32af80b9aad02cf0854e""}}]}","{53,7}",TRUE,36:48.6
1,14760694,0x7870bf9270a199f338bc89001a6c02e641ab3a5656b530d1269808aaec2a0e67,FALSE,0xcae617c08bb445af1089dd34431a23a483c4ce04,3,4854.418685 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[496,350],""Extra"":{""Depositor"":""0xe140bb5f424a53e0687bfc10f6845a5672d7e242"",""Pool"":""0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7""}}]}","{496,350}",TRUE,37:35.7
1,14762377,0x88853dd158b7fdf204951b4ec6db1fe8b3c29fffd97a5e92da61e265c7cafe90,FALSE,0x9313c9fbdb6d3883a4cb59b2c9ad07d8c0764f26,3,99.95213869 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":false,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Add Remove Liquidity in Same Txn"",""Ids"":[52,7],""Extra"":{""Pool"":""0x030ba81f1c18d280636f32af80b9aad02cf0854e""}}]}","{52,7}",TRUE,44:32.3
1,14763951,0x558eb96a31dc86269ac866719965372d0b496caa3a2f06cf45529b0ff6bb1b06,FALSE,0x48905ceb928c740e09bfdb1329bf7aebb88094b7,3,10.89511584 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Reverse Swap in Same Txn"",""Ids"":[48,48],""Extra"":{""Pool"":""0x60594a405d53811d3bc4766596efd80fd545a270"",""Token0"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"",""Token1"":""0x6b175474e89094c44da98b954eedeac495271d0f""}}]}","{48,48}",TRUE,51:19.7
1,14768449,0xf2ab84ce2bfc0ad819f8a62896c7d442fa7d56cf330113b468a02a24e04d29df,FALSE,0xc99081c37ecf0c59eb0522ab69ade6745d558293,3,133.8294398 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":false,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Add Remove Liquidity in Same Txn"",""Ids"":[62,7],""Extra"":{""Pool"":""0x030ba81f1c18d280636f32af80b9aad02cf0854e""}}]}","{62,7}",TRUE,09:24.4
1,14769523,0x8d1797e480b43047d37983cd98b1d35bc0e370067ba5155368f221e8974652a1,FALSE,0xcae617c08bb445af1089dd34431a23a483c4ce04,3,1818.532357 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[541,449],""Extra"":{""Depositor"":""0xe140bb5f424a53e0687bfc10f6845a5672d7e242"",""Pool"":""0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7""}}]}","{541,449}",TRUE,13:42.2
1,14772290,0x47e4f58fc760569f7059cc7fb25dd50b4333e9f01c3a4f8549c59095048313fa,FALSE,0x48905ceb928c740e09bfdb1329bf7aebb88094b7,3,72.95095629 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[560,12],""Extra"":{""Depositor"":""0x253c161115d8622b547449b08f0f76fc9d374e6c"",""Pool"":""0x0a59649758aa4d66e25f08dd01271e891fe52199""}}]}","{560,12}",TRUE,25:05.1
1,14772432,0xa3a5f74919a7c1b5aa03147164bba4cd8b6bcd6bbcbdb1044de637bf6b179881,FALSE,0x48905ceb928c740e09bfdb1329bf7aebb88094b7,3,48.47076962 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[560,12],""Extra"":{""Depositor"":""0x253c161115d8622b547449b08f0f76fc9d374e6c"",""Pool"":""0x0a59649758aa4d66e25f08dd01271e891fe52199""}}]}","{560,12}",TRUE,25:37.0
1,14787414,0x97b89516d81f12ece4b82543b655aec18bdbf5b1caf87d822babde3010c3e67f,FALSE,0xcae617c08bb445af1089dd34431a23a483c4ce04,3,949.6951178 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[1890,318],""Extra"":{""Depositor"":""0xe140bb5f424a53e0687bfc10f6845a5672d7e242"",""Pool"":""0xbcca60bb61934080951369a648fb03df4f96263c""}}]}","{1890,318}",TRUE,27:36.0
1,14788829,0x9ac226af6858361eadab3d650879323ff1cf03204291a27e17603bd51fb7a9f8,FALSE,0x49294bbde3500bef5f2096a6d0f06a0336152b6f,3,41.64846227 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":false,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Add Remove Liquidity in Same Txn"",""Ids"":[34,21],""Extra"":{""Pool"":""0x11b815efb8f581194ae79006d24e0d814b7697f6""}}]}","{34,21}",TRUE,33:17.8
1,14789163,0xc0031514e222bf2f9f1a57a4af652494f08ec6e401b6ae5b4761d3b41e266a59,FALSE,0xf99e5f80486426e7d3e3921269ffee9c2da258e2,3,290.9726193 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":false,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[15,357],""Extra"":{""Depositor"":""0xf02b075f514c34df0c3d5cb7ebadf50d74a6fb17"",""Pool"":""0xf786c34106762ab4eeb45a51b42a62470e9d5332""}}]}","{15,357}",TRUE,34:38.2
1,14789902,0xb133752b2275a8f575b337e7bdc7bbcd1e7d34c9a84a27e0f0ac4beb00a02b44,FALSE,0x5bc3b70bd71538fa38fe15b54bfc39a33f329703,3,12.45839667 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Reverse Swap in Same Txn"",""Ids"":[0,0],""Extra"":{""Pool"":""0xfe796ba940256e65048d1e6b52ec8755067c7145"",""Token0"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"",""Token1"":""0x3f7aff0ef20aa2e646290dfa4e67611b2220c597""}}]}","{0,0}",TRUE,37:38.3
1,14789969,0x8e3a5d96e237f7f84303cc735c2989d0a8b9bc4ca19fb6283db87c45257a8f28,FALSE,0x5bc3b70bd71538fa38fe15b54bfc39a33f329703,3,6.104972473 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Reverse Swap in Same Txn"",""Ids"":[0,0],""Extra"":{""Pool"":""0x63b61e73d3fa1fb96d51ce457cabe89fffa7a1f1"",""Token0"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"",""Token1"":""0xab167e816e4d76089119900e941befdfa37d6b32""}}]}","{0,0}",TRUE,37:55.8
1,14802683,0x349b4a99bf86928a9972f0fbfd9d7a8f158b0be6aa4126c1f2a43ee45d8c8caf,FALSE,0xa124d45c91419bdd4dc7cd29a1a719743a32a1a6,3,41.48806263 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":false,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[44,170],""Extra"":{""Depositor"":""0x78239ed1e086fcf2ca162e7b256830742193551c"",""Pool"":""0xf786c34106762ab4eeb45a51b42a62470e9d5332""}}]}","{44,170}",TRUE,29:58.3
1,14802996,0x85a0096d78b137bbd3208714f63f0d1b3b2b34bf30bea6bd9aa8a17ffb4e57c3,FALSE,0xa124d45c91419bdd4dc7cd29a1a719743a32a1a6,3,10.03618326 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[39,79],""Extra"":{""Depositor"":""0x583678b485b42e8cb2bcee3297d7efd1238fb796"",""Pool"":""0xf786c34106762ab4eeb45a51b42a62470e9d5332""}}]}","{39,79}",TRUE,31:08.0
1,14805439,0x301bacfe9b6302f6adaa4a93d1c2325dc70de234ced8cd652e171677a9af1787,FALSE,0x8671aeffd1372002d0581bf8b7f243d28dcdc749,3,447.1336643 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":false,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Add Remove Liquidity in Same Txn"",""Ids"":[45,7],""Extra"":{""Pool"":""0x030ba81f1c18d280636f32af80b9aad02cf0854e""}}]}","{45,7}",TRUE,41:09.0
1,14820774,0x5b76c2fee78175e75d18fc3d622b3b4d048bdf26d2934484f2ec9a76150dfa04,FALSE,0x371bc3d6ac0ee16418225b3194ee93d3d107d442,3,5.017799724 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Add Remove Liquidity in Same Txn"",""Ids"":[41,10],""Extra"":{""Pool"":""0xed1840223484483c0cb050e6fc344d1ebf0778a9""}}]}","{41,10}",TRUE,42:14.6
1,14839153,0x6c30c0b8afe0596516c32ad6aa17566bfe29677ca4fe35a4a395210d28329d1f,FALSE,0xf0c475ebac06d4e44df046424481fe6fe7bee8ba,3,8.182901859 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Reverse Swap in Same Txn"",""Ids"":[150,150],""Extra"":{""Pool"":""0x37922c69b08babcceae735a31235c81f1d1e8e43"",""Token0"":"""",""Token1"":""""}}]}","{150,150}",TRUE,56:10.1
1,14925801,0x0ac7c199dff736aef2643b5b8d6edd6634efaa36d149b0e89e9ec0dbcb0b89fe,FALSE,0x19e88f3708667f5c8ce514489e4e63b9bff000fd,3,15.80550289 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Add Remove Liquidity in Same Txn"",""Ids"":[66,3],""Extra"":{""Pool"":""0xb1754fbd89474ee9ec12acaa85c07221a3c94116""}}]}","{66,3}",TRUE,47:17.2
1,14847005,0x20343f4222f8e97b46491ee3fa674fec8afd12f135eeee25cb0ba4ca26d1de3e,FALSE,0x72bb2d0905f13f16a679db9c65572928a70b4614,3,41.75348865 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":false,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Reverse Swap in Same Txn"",""Ids"":[61,61],""Extra"":{""Pool"":""0x220bda5c8994804ac96ebe4df184d25e5c2196d4"",""Token0"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"",""Token1"":""0x6b175474e89094c44da98b954eedeac495271d0f""}}]}","{61,61}",TRUE,27:35.4
1,14856607,0xd5d85ee152ab4299cf5fceec7d9d5063f1d9cfe6a35adff1fa3ae0f9b69aff25,FALSE,0xcae617c08bb445af1089dd34431a23a483c4ce04,3,87.55056067 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[270,386],""Extra"":{""Depositor"":""0xe140bb5f424a53e0687bfc10f6845a5672d7e242"",""Pool"":""0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7""}}]}","{270,386}",TRUE,04:25.0
1,14858434,0x02b48f3c9917200a9ac50246c3d3577cf3b74489d3b75c3f6c9f2dcd139a3d62,FALSE,0x462e8514960e26a539cfe2e40034911662c7033c,3,999.4730378 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":false,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Add Remove Liquidity in Same Txn"",""Ids"":[103,7],""Extra"":{""Pool"":""0x030ba81f1c18d280636f32af80b9aad02cf0854e""}}]}","{103,7}",TRUE,11:31.7
1,14858520,0xb69276d0c694258417b9c6d47f61ad1a096a58079332e5628d98eae96dc2299d,FALSE,0x462e8514960e26a539cfe2e40034911662c7033c,3,654.6548397 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":false,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Add Remove Liquidity in Same Txn"",""Ids"":[101,7],""Extra"":{""Pool"":""0x030ba81f1c18d280636f32af80b9aad02cf0854e""}}]}","{101,7}",TRUE,11:46.5
1,14867129,0x282cf4f19c53160a5c5e5396a9939c35cb6222ad566b1bd20225f41a6d0164a4,FALSE,0x49294bbde3500bef5f2096a6d0f06a0336152b6f,3,36.80306302 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":false,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Add Remove Liquidity in Same Txn"",""Ids"":[19,6],""Extra"":{""Pool"":""0x11b815efb8f581194ae79006d24e0d814b7697f6""}}]}","{19,6}",TRUE,42:24.1
1,14872404,0xd510aef29ec6360e7c70974c8587b11c15142747534cf1071324e01ffb2f8621,FALSE,0xcae617c08bb445af1089dd34431a23a483c4ce04,3,1830.96428 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Add Remove Liquidity in Same Txn"",""Ids"":[483,1116],""Extra"":{""Pool"":""0x028171bca77440897b824ca71d1c56cac55b68a3""}}]}","{483,1116}",TRUE,59:35.3
1,14886966,0xca431b5c669228fd6d64dfc3983da1574b4c5fb255e1dd08e07d9912909a98f1,FALSE,0x1387fd917d11e3273b8d5f42c14aee2acfa35136,3,7.167806042 ETH,"{""IsTornadoFunded"":true,""IsProfit"":true,""IsCreation"":false,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Add Remove Liquidity in Same Txn"",""Ids"":[51,9],""Extra"":{""Pool"":""0x030ba81f1c18d280636f32af80b9aad02cf0854e""}}]}","{51,9}",TRUE,45:36.5
1,14888884,0x6cdfbe8883989d8fedf137256b72dcb40a4713aff9c60f3c04e8cfddd401705c,FALSE,0x371bc3d6ac0ee16418225b3194ee93d3d107d442,3,18.01738696 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Add Remove Liquidity in Same Txn"",""Ids"":[42,10],""Extra"":{""Pool"":""0xed1840223484483c0cb050e6fc344d1ebf0778a9""}}]}","{42,10}",TRUE,51:35.0
1,14896944,0x5e5800f2e2cc69182e2aacf5c4fc8e7a9807a27a088163d60ca561955da7c421,FALSE,0xd49098105087c914c57150c34068413b4fa46692,3,353.8729584 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":false,""IsAction"":false,""IsAdam"":true,""Reason"":[{""Source"":""Adam"",""Feature"":""FunctionSignature"",""Ids"":[4],""Extra"":{""Address"":""0xe3e96f6816afa2c1eda6e1e2320409a19ff96ee6"",""Profit"":""58.53791063"",""Sig"":""0xab9c4b5d""}}]}",{4},TRUE,17:37.3
1,14899638,0xc36f76f3190bd7ce7a20a152d6d733e82964e4afe8912f0036d1ec4176a355f7,FALSE,0xd11aa2e3a000275ed12b87515c9ac0d67b32e7b9,3,674.7021251 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Stake Unstake in Same Txn"",""Ids"":[92,129],""Extra"":{""Depositor"":""0x1344a36a1b56144c3bc62e7757377d288fde0369"",""Pool"":""0x39aa39c021dfbae8fac545936693ac917d5e7563""}}]}","{92,129}",TRUE,26:01.4
1,14899690,0x4b81a38e2741b7c84a1cffea0e6cf7dc5df89e193e1c41215fb295dc03fc3633,FALSE,0x559d9ca242608f62af8d4207d076a40bb384b8d4,3,10.12690091 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Add Remove Liquidity in Same Txn"",""Ids"":[59,3],""Extra"":{""Pool"":""0xc4c336c9da49dd5c9fd00e5de91a0bf8608c363d""}}]}","{59,3}",TRUE,26:13.5
1,14903485,0xc5f69897ee02316f260b22b4fd5d6a0d7858c1229db9f26e1988dbff224b8ac6,FALSE,0x559d9ca242608f62af8d4207d076a40bb384b8d4,3,273.7966859 ETH,"{""IsTornadoFunded"":false,""IsProfit"":true,""IsCreation"":true,""IsAction"":true,""IsAdam"":false,""Reason"":[{""Source"":""Action"",""Feature"":""Add Remove Liquidity in Same Txn"",""Ids"":[59,3],""Extra"":{""Pool"":""0xc4c336c9da49dd5c9fd00e5de91a0bf8608c363d""}}]}","{59,3}",TRUE,38:20.2
